Invoicedate,Distributor,GroupId,Type,Province,MatNo,Material Name,New_Volume(L),Points,quarter,Churn,Region
2023-09-21,C,ERW_C08P2020090132,Retails,Nan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2556,1,3,Yes,Northern
2023-06-24,C,ERW_C08P2020090159,Retails,Chiang Rai,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3384,1,2,Yes,Northern
2023-09-26,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5352,1,3,Yes,Central
2023-05-17,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5376,1,2,Yes,Central
2023-01-06,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3648,1,1,Yes,Central
2023-11-01,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4608,1,4,Yes,Central
2023-06-23,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2424,1,2,Yes,Central
2023-03-11,C,ERW_C08P2020090212,Retails,Nakhon Sawan,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4596,1,1,Yes,Central
2023-06-05,C,ERW_CA7Y2022040001,Retails,Phitsanulok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4548,1,2,Yes,Central
2023-03-07,C,ERW_CA7Y2022040001,Retails,Phitsanulok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2172,1,1,Yes,Central
2023-07-15,C,ERW_C08P2020090066,Retails,Phichit,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,984,1,3,Yes,Central
2023-04-24,C,ERW_C08P2020090066,Retails,Phichit,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5232,1,2,Yes,Central
2023-11-07,C,ERW_C08P2020090066,Retails,Phichit,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2016,1,4,Yes,Central
2023-05-26,D,ERW_DBG72020110011,Retails,Surat Thani,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4704,1,2,Yes,Southern
2023-12-20,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1164,1,4,Yes,Southern
2023-02-02,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2964,1,1,Yes,Southern
2023-12-13,D,ERW_DBG72020110038,Reseller,Phuket,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,840,1,4,Yes,Southern
2023-06-20,D,ERW_DBG72020110120,Retails,Nakhon Si Thammarat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3036,1,2,Yes,Southern
2023-11-27,A,ERW_AMBP2020110201,Reseller,Trat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3192,1,4,Yes,Eastern
2023-09-27,A,ERW_AMBP2020110161,Retails,Chon Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5800,1,3,Yes,Eastern
2023-08-30,A,ERW_AMBP2020110201,Reseller,Trat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,260,1,3,Yes,Eastern
2023-05-02,A,ERW_AMBP2020110201,Reseller,Trat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1960,1,2,Yes,Eastern
2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,9260,1,4,No,Eastern
2023-09-25,A,ERW_AMBP2020110201,Reseller,Trat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3040,1,3,Yes,Eastern
2023-12-01,A,ERW_AMBP2020110414,Retails,Chon Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,900,1,4,Yes,Eastern
2023-11-17,A,ERW_AMBP2020110016,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3980,1,4,Yes,Central
2023-09-12,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,9660,1,3,Yes,Central
2023-08-30,A,ERW_AMBP2020110142,Reseller,Saraburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,7080,1,3,Yes,Central
2023-05-16,A,ERW_AMBP2020110142,Reseller,Saraburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1840,1,2,Yes,Central
2023-12-04,A,ERW_AMBP2020110142,Reseller,Saraburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,7340,1,4,Yes,Central
2023-03-30,A,ERW_AMBP2020110142,Reseller,Saraburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,7480,1,1,Yes,Central
2023-06-12,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2720,1,2,No,Eastern
2023-09-25,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4180,1,3,No,Eastern
2023-09-27,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1880,1,3,No,Eastern
2023-03-29,A,ERW_AMBP2020110414,Retails,Chon Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2160,1,1,Yes,Eastern
2023-11-21,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1296,1,4,Yes,Central
2023-11-22,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,192,1,4,Yes,Central
2023-03-14,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5688,1,1,Yes,Central
2023-08-08,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4950,1,3,Yes,Central
2023-08-11,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,8388,1,3,Yes,Central
2023-09-07,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3546,1,3,Yes,Central
2023-09-11,A,ERW_AMBP2020110156,Retails,Chon Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,8946,1,3,No,Eastern
2023-11-22,A,ERW_AMBP2020110534,Retails,Trat,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4878,1,4,No,Eastern
2023-03-24,A,ERW_AMBP2020110605,Retails,Chaiyaphum,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2286,1,1,Yes,Northeastern
2023-07-20,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3624,1,3,Yes,Central
2023-11-08,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3684,1,4,Yes,Central
2023-11-15,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,828,1,4,Yes,Central
2023-04-27,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1224,1,2,Yes,Central
2023-04-20,A,ERW_AMBP2020110030,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3024,1,2,Yes,Central
2023-09-25,A,ERW_AMBP2020110042,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3228,1,3,Yes,Central
2023-07-04,A,ERW_AMBP2020110097,Retails,Nonthaburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2760,1,3,Yes,Central
2023-08-25,A,ERW_AMBP2020110131,Reseller,Lop Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,4980,1,3,Yes,Central
2023-12-23,A,ERW_AMBP2020110131,Reseller,Lop Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2160,1,4,Yes,Central
2023-12-14,A,ERW_AMBP2020110131,Reseller,Lop Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,504,1,4,Yes,Central
2023-05-09,A,ERW_AMBP2020110385,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2724,1,2,Yes,Central
2023-04-26,A,ERW_A3BM2023050001,Retails,Nonthaburi,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3396,1,2,Yes,Central
2023-05-12,A,ERW_AMBP2020110036,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5832,1,2,Yes,Central
2023-08-24,A,ERW_AMBP2020110079,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,384,1,3,Yes,Central
2023-04-20,A,ERW_AMBP2020110131,Reseller,Lop Buri,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5868,1,2,Yes,Central
2023-11-08,A,ERW_AMBP2020110348,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,3084,1,4,Yes,Central
2023-03-27,A,ERW_AMBP2020110380,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2640,1,1,Yes,Central
2023-11-10,A,ERW_AMBP2020110380,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,1740,1,4,Yes,Central
2023-07-11,A,ERW_AMBP2020110380,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2172,1,3,Yes,Central
2023-03-07,A,ERW_AUOF2022100001,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,5640,1,1,Yes,Central
2023-07-07,A,ERW_AUOF2022100001,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2400,1,3,Yes,Central
2023-03-15,A,ERW_AUOF2022100001,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2460,1,1,Yes,Central
2023-12-14,A,ERW_AUOF2022100001,Retails,Bangkok,143899,MOBIL ATF 220 SYN TECH 12X1L/CAR,2808,1,4,Yes,Central
2023-08-08,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,80,1,3,Yes,Central
2023-06-20,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3580,1,2,No,Central
2023-05-29,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6240,1,2,Yes,Central
2023-08-05,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,520,1,3,Yes,Central
2023-09-27,B,ERW_BM2U2020110133,Retails,Ratchaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,760,1,3,Yes,Western
2023-04-21,B,ERW_BM2U2020110133,Retails,Ratchaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7460,1,2,Yes,Western
2023-01-10,B,ERW_BM2U2020110133,Retails,Ratchaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1940,1,1,Yes,Western
2023-12-09,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7860,1,4,No,Central
2023-01-31,B,ERW_BM2U2020110053,Retails,Ratchaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8360,1,1,Yes,Western
2023-12-04,B,ERW_BM2U2020110133,Retails,Ratchaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,220,1,4,Yes,Western
2023-12-06,B,ERW_BXEO2021030005,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9640,1,4,No,Central
2023-07-13,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7560,1,3,Yes,Central
2023-01-20,B,ERW_BM2U2020110004,Retails,Samut Sakhon,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2660,1,1,Yes,Central
2023-10-28,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1440,1,4,Yes,Central
2023-10-02,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3580,1,4,Yes,Central
2023-10-24,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2140,1,4,No,Central
2023-03-23,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4460,1,1,Yes,Central
2023-05-19,B,ERW_BM2U2020110116,Retails,Samut Sakhon,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4180,1,2,Yes,Central
2023-02-03,B,ERW_BM2U2020110116,Retails,Samut Sakhon,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4740,1,1,Yes,Central
2023-01-25,A,ERW_AMBP2020110082,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6300,1,1,Yes,Central
2023-07-15,C,ERW_C08P2020090096,Reseller,Phetchabun,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1300,1,3,Yes,Central
2023-03-21,C,ERW_C08P2020090197,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5840,1,1,Yes,Eastern
2023-01-27,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1280,1,1,No,Northern
2023-07-14,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4040,1,3,No,Northern
2023-02-09,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5500,1,1,Yes,Central
2023-02-14,A,ERW_AMBP2020110142,Reseller,Saraburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1240,1,1,Yes,Central
2023-12-19,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4620,1,4,No,Northern
2023-03-27,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7360,1,1,No,Northern
2023-02-17,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2540,1,1,Yes,Central
2023-02-21,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,220,1,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2440,1,1,Yes,Central
2023-01-05,A,ERW_AMBP2020110156,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,560,1,1,No,Eastern
2023-02-27,A,ERW_AMBP2020110201,Reseller,Trat,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9800,1,1,Yes,Eastern
2023-02-09,A,ERW_AMBP2020110201,Reseller,Trat,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2780,1,1,Yes,Eastern
2023-09-22,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8280,1,3,No,Northern
2023-11-08,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5940,1,4,No,Northern
2023-06-08,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8880,1,2,No,Northern
2023-08-25,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8240,1,3,No,Northern
2023-08-03,C,ERW_C08P2020090127,Reseller,Phrae,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2260,1,3,No,Northern
2023-01-09,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1700,1,1,Yes,Central
2023-01-06,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9460,1,1,Yes,Central
2023-01-07,C,ERW_C08P2020090176,Retails,Chiang Rai,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9840,1,1,Yes,Northern
2023-09-29,D,ERW_DBG72020110038,Reseller,Phuket,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5980,1,3,No,Southern
2023-02-10,A,ERW_AMBP2020110101,Retails,Nonthaburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7400,1,1,Yes,Central
2023-02-27,A,ERW_AMBP2020110348,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,240,1,1,No,Central
2023-01-26,A,ERW_AU5N2022030006,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3520,1,1,Yes,Central
2023-06-30,C,ERW_C08P2020090159,Retails,Chiang Rai,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6180,1,2,Yes,Northern
2023-03-11,D,ERW_DBG72020110038,Reseller,Phuket,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7620,1,1,No,Southern
2023-08-05,D,ERW_DBG72020110038,Reseller,Phuket,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7100,1,3,No,Southern
2023-08-08,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7600,1,3,Yes,Central
2023-08-11,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4600,1,3,Yes,Central
2023-05-24,A,ERW_AMBP2020110082,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,400,1,2,Yes,Central
2023-09-27,A,ERW_AMBP2020110161,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6140,1,3,Yes,Eastern
2023-06-07,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9200,1,2,Yes,Central
2023-03-20,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9340,1,1,Yes,Central
2023-07-03,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8700,1,3,Yes,Central
2023-04-20,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1260,1,2,Yes,Central
2023-05-08,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,260,1,2,Yes,Central
2023-11-01,A,ERW_AMBP2020110142,Reseller,Saraburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5920,1,4,Yes,Central
2023-03-30,A,ERW_AMBP2020110142,Reseller,Saraburi,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5320,1,1,Yes,Central
2023-08-30,A,ERW_AMBP2020110201,Reseller,Trat,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3060,1,3,Yes,Eastern
2023-06-12,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3100,1,2,No,Eastern
2023-12-20,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8640,1,4,No,Eastern
2023-07-10,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7020,1,3,No,Eastern
2023-07-26,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9040,1,3,No,Eastern
2023-09-25,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2500,1,3,No,Eastern
2023-09-27,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8000,1,3,No,Eastern
2023-06-12,A,ERW_AMBP2020110201,Reseller,Trat,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4520,1,2,Yes,Eastern
2023-06-12,A,ERW_AMBP2020110201,Reseller,Trat,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3380,1,2,Yes,Eastern
2023-12-19,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5680,1,4,Yes,Central
2023-11-08,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2700,1,4,Yes,Central
2023-11-21,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,580,1,4,Yes,Central
2023-11-22,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,240,1,4,Yes,Central
2023-11-03,A,ERW_AMBP2020110030,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6080,1,4,Yes,Central
2023-11-20,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2020,1,4,Yes,Central
2023-07-05,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3780,1,3,Yes,Central
2023-08-15,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7540,1,3,Yes,Central
2023-04-04,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,10000,1,2,Yes,Central
2023-09-25,A,ERW_AMBP2020110042,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5600,1,3,Yes,Central
2023-09-07,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,9040,1,3,Yes,Central
2023-04-21,A,ERW_AMBP2020110154,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6460,1,2,Yes,Eastern
2023-08-07,A,ERW_AMBP2020110156,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7500,1,3,No,Eastern
2023-06-26,A,ERW_AMBP2020110384,Retails,Rayong,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,920,1,2,Yes,Eastern
2023-05-19,A,ERW_AMBP2020110605,Retails,Chaiyaphum,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4660,1,2,Yes,Northeastern
2023-10-25,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3200,1,4,Yes,Central
2023-09-13,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5460,1,3,Yes,Central
2023-12-20,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8620,1,4,Yes,Central
2023-03-13,A,ERW_AMBP2020110039,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2480,1,1,Yes,Central
2023-03-21,A,ERW_AMBP2020110131,Reseller,Lop Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,4720,1,1,Yes,Central
2023-04-04,A,ERW_AMBP2020110156,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7640,1,2,No,Eastern
2023-06-21,A,ERW_AMBP2020110156,Retails,Chon Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6960,1,2,No,Eastern
2023-05-09,A,ERW_AMBP2020110385,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,760,1,2,Yes,Central
2023-10-26,A,ERW_AUOF2022100001,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,7100,1,4,No,Central
2023-07-07,A,ERW_AUOF2022100001,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,8880,1,3,No,Central
2023-10-19,A,ERW_AUOF2022100001,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,6660,1,4,No,Central
2023-04-20,A,ERW_AMBP2020110131,Reseller,Lop Buri,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3120,1,2,Yes,Central
2023-07-05,A,ERW_AMBP2020110348,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,3300,1,3,No,Central
2023-11-10,A,ERW_AMBP2020110380,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,5780,1,4,No,Central
2023-12-14,A,ERW_AUOF2022100001,Retails,Bangkok,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,2040,1,4,No,Central
2023-07-12,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,143900,MOBIL ATF 220 SYN TECH 4X5L/CAR,1280,1,3,Yes,Northeastern
2023-05-04,C,ERW_C08P2020090097,Retails,Phetchabun,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,5684,2,2,Yes,Central
2023-04-25,C,ERW_C08P2020090147,Retails,Chiang Mai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,4452,2,2,No,Northern
2023-04-06,C,ERW_C08P2020090008,Retails,Kamphaeng Phet,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,13944,2,2,Yes,Central
2023-04-05,C,ERW_C08P2020090119,Reseller,Uttaradit,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,392,2,2,Yes,Northern
2023-03-11,C,ERW_C08P2020090135,Retails,Lampang,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,6580,2,1,Yes,Northern
2023-03-09,C,ERW_C08P2020090147,Retails,Chiang Mai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,2156,2,1,No,Northern
2023-01-31,C,ERW_C08P2020090206,Retails,Phetchabun,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,1428,2,1,Yes,Central
2023-04-12,C,ERW_CM8N2021050001,Retails,Phetchabun,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,10052,2,2,Yes,Central
2023-03-16,C,ERW_C08P2020090135,Retails,Lampang,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,5488,2,1,Yes,Northern
2023-02-18,C,ERW_C08P2020090172,Retails,Chiang Rai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,532,2,1,Yes,Northern
2023-03-25,C,ERW_C08P2020090001,Retails,Kamphaeng Phet,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,10920,2,1,Yes,Central
2023-02-18,C,ERW_C08P2020090056,Retails,Nakhon Sawan,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,12908,2,1,Yes,Central
2023-03-16,C,ERW_C08P2020090109,Retails,Sukhothai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,2128,2,1,Yes,Central
